,lbcItemName,label
401,אוזני המן תמרים,"ביסקוויטים, עוגות וכדומה"
402,רולדת פרג 700 גרם,"ביסקוויטים, עוגות וכדומה"
403,רולדת רוזמרי,"ביסקוויטים, עוגות וכדומה"
404,אוזני המן רוזמרי,"ביסקוויטים, עוגות וכדומה"
405,אוזני המן חלבה,"ביסקוויטים, עוגות וכדומה"
406,קוראסון ביס,מוצרי בצק
407,אצבעות וניל,מוצרי בצק
408,אצבעות תפו`ע,מוצרי בצק
409,פילס גבינה,מוצרי בצק
410,מאפניס שוקולד,"ביסקוויטים, עוגות וכדומה"
411,אצבעות פילס,מוצרי בצק
412,קוראסון שוקולד,מוצרי בצק
413,קוראסון חמאה,מוצרי בצק
414,בורקס תפו`א,מוצרי בצק
415,פילס גבינה,מוצרי בצק
416,סוכריות וורטרס,ממתקים ושוקולד
417,אוזני המן אוכמניות,"ביסקוויטים, עוגות וכדומה"
418,תבלין אבקת שום,"תבלינים, רטבים, מוצרים לעוגה ומזון לתינוקות"
419,עוגיות פריכות,"ביסקוויטים, עוגות וכדומה"
420,רייט גארד דאודורנט גברים ג'ל פרש 85מל,צורכי רחצה וקוסמטיקה
421,רייט גארד דאודורנט גברים ג'ל אקטיב 85מל,צורכי רחצה וקוסמטיקה
422,רייט גארד דאודורנט גברים ג'ל קול 85מל,צורכי רחצה וקוסמטיקה
423,עוגיות מצופות,"ביסקוויטים, עוגות וכדומה"
424,אוזני המן 650 גרם,"ביסקוויטים, עוגות וכדומה"
425,טחון בקר מוסדי,בשר בקר
426,קרואסון ביס חלבה,מוצרי בצק
427,בורקס גבינה,מוצרי בצק
428,בוסקו סירופ שוקולד 624 מל,ממתקים ושוקולד
429,סירופ שוקולד ללא סוכר 510 מל,ממתקים ושוקולד
430,בוסקו תות שדה 624 מל,
431,"סירופ פנקייק 709 מ""""ל",
432,AG סירופ בטעם שוקולד 680מ,ממתקים ושוקולד
433,AG סירופ בטעם תות 680 מ,
434,חרדל לחיץ 255 גר,"תבלינים, רטבים, מוצרים לעוגה ומזון לתינוקות"
435,"פופקורן למיקרוגל 297 ג""""ר",קטניות ומוצרי דגן
436,פופקורן למיקרו רגיל,קטניות ומוצרי דגן
437,פופקורן למיקרו חמאה,קטניות ומוצרי דגן
438,פופקורן למיקרו מופחת שומן,קטניות ומוצרי דגן
439,חמאת בוטנים 015 גרם,ממתקים ושוקולד
440,חמאת בוטנים-שברי בוטנים 500 גר,ממתקים ושוקולד
441,ריבת תפוז,"ריבה, דבש וכדומה"
442,גבינה פיצה טופ מגורדת במשקל,
443,לואיזיאנה רוטב לכנפי עוף 354גר,"תבלינים, רטבים, מוצרים לעוגה ומזון לתינוקות"
444,לואיזיאנה גולד רוטב חריף אדום 57גר,"תבלינים, רטבים, מוצרים לעוגה ומזון לתינוקות"
445,לואיזיאנה גולד רוטב חריף ירוק 57גר,"תבלינים, רטבים, מוצרים לעוגה ומזון לתינוקות"
446,קאזה חטיף טורטיה טעם טבעי 75גר,"ביסקוויטים, עוגות וכדומה"
447,קאזה חטיף טורטיה טעם צ'ילי 75גר,"ביסקוויטים, עוגות וכדומה"
448,קאזה טאקו של'ס (קונכיות) 128גר,
449,קאזה טאקו דינר (ערכה) 275גר,
450,קאזה תערובת לתיבול טאקו 35גר,"תבלינים, רטבים, מוצרים לעוגה ומזון לתינוקות"
451,קאזה תערובת לתיבול צ'ילי,"תבלינים, רטבים, מוצרים לעוגה ומזון לתינוקות"
452,קאזה טורטיה קמח רגיל 340גר,
453,קאזה תערובת לתיבול אנצ'ילדה,"תבלינים, רטבים, מוצרים לעוגה ומזון לתינוקות"
454,קאזה רוטב צ'ילי סלסה גדול הוט,"תבלינים, רטבים, מוצרים לעוגה ומזון לתינוקות"
455,קאזה רוטב צ'ילי סלסה גדול מדיום,"תבלינים, רטבים, מוצרים לעוגה ומזון לתינוקות"
456,קאזה רוטב טאקו קטן מדיום,"תבלינים, רטבים, מוצרים לעוגה ומזון לתינוקות"
457,קאזה רוטב טאקו קטן הוט 227מל,"תבלינים, רטבים, מוצרים לעוגה ומזון לתינוקות"
458,קאזה רוטב פיקנטי קטן הוט,"תבלינים, רטבים, מוצרים לעוגה ומזון לתינוקות"
459,קאזה תערובת לתיבול גואקמולה,"תבלינים, רטבים, מוצרים לעוגה ומזון לתינוקות"
460,קאזה תערובת לתיבול בוריטו,"תבלינים, רטבים, מוצרים לעוגה ומזון לתינוקות"
461,קאזה חלפנו קצוץ צנצנת 340גר,
462,קאזה חלפינו שלם צנצנת 340גר,
463,קאזה שעועית שלם שחור 425גר,ירקות משומרים
464,קאזה מחית שעועית שחורה 454גר,
465,קאזה מחית שעועית לבנה 454גר,
466,קאזה שעועית שלם לבן ברוטב 425גר,ירקות משומרים
467,קאזה תערובת לתיבול פאהיטה,"תבלינים, רטבים, מוצרים לעוגה ומזון לתינוקות"
468,דון לוציאנו שרדונה 750 מל,משקאות אלכוהוליים
469,ירקות כבושים במשקל,ירקות כבושים
470,"פורינה גורים 2 ק""""ג",תחביבים
471,פורינה דוג צאו 4קג,תחביבים
472,ליקוקים טעם טונה 415גר,תחביבים
473,תערובת עוגת שוקולד 550 גר,
474,תערובת עוגת וניל 500 גר,
475,תערובת עוגת שיש 550 גר,
476,תערובת עוגת בראוניס 550 ג,
477,שוקולד חלב 100 גרם,ממתקים ושוקולד
478,שוקולד קריק קראק 100 גרם,ממתקים ושוקולד
479,שוקולד קריספיני 100 גרם,ממתקים ושוקולד
480,שוקולד רגוסה 100גרם,ממתקים ושוקולד
481,שוקולד מריר 100 גרם,ממתקים ושוקולד
482,שוק.חלב במילוי מוס 100גר,ממתקים ושוקולד
483,שוק.מריר במילוי מוס 100ג,ממתקים ושוקולד
484,שוקולד קמיל בלוק לבן 100 גרם,
485,שוקולד לבן עם שקדים,
486,שוקולד שויצרי טעם קפה 100 גרם,ממתקים ושוקולד
487,שוקולד טורינו 23 גרם,ממתקים ושוקולד
488,שוקולד טורינו שלישיות 46 גרם,ממתקים ושוקולד
489,שוקולד טורינו רגוסה 100גר,ממתקים ושוקולד
490,שוקולד טורינו פרוה 100 גרם,ממתקים ושוקולד
491,שוקולד נפוליטנס טורינו חלב125 גרם,ממתקים ושוקולד
492,שוקולד טורינו 100 גרם,ממתקים ושוקולד
493,שוקולד טורינו 180גר,ממתקים ושוקולד
494,שוקולד טורינו חלב ללא סוכר 100,ממתקים ושוקולד
495,שוקולד טורינו פרוה ללא ס 100,ממתקים ושוקולד
496,האגיס סווימר,
497,קאשי  חמוציות וצימוקים  210 גר חלבי,קטניות ומוצרי דגן
498,קאשי שקדים ודבש 210 גרם חלבי,קטניות ומוצרי דגן
499,קאשי עם בוטנים 210 גר חלבי,קטניות ומוצרי דגן
500,קאשי  דובדבנים  ושוקולד 210 גר חלבי,קטניות ומוצרי דגן
501,קאשי  דבש ודגנים  238 גר פרווה,קטניות ומוצרי דגן
502,קאשי שקדים קלויים 238 גר פרווה,קטניות ומוצרי דגן
503,קאשי חמניות ופשתן 238 גר פרווה,קטניות ומוצרי דגן
504,"אקווה פרש מלבין 75 מ""ל",תרופות וצורכי רפואה שונים
505,אקווה פרש מברשת שיניים טופ,תרופות וצורכי רפואה שונים
506,אקווה פרש מי פה מנטה 600מל,תרופות וצורכי רפואה שונים
507,סנסודיין משחת שיניים,תרופות וצורכי רפואה שונים
508,לחמניה,לחם
509,חטיף בי נטורל בננה סובין,קטניות ומוצרי דגן
510,חטיף בי נטורל פרות ואגוזים,קטניות ומוצרי דגן
511,חטיף בי נטורל שקדים ומשמש,קטניות ומוצרי דגן
512,סבון נוזלי לתינוקות דר ברונר 472מל,מוצרים ואביזרים לטיפול בתינוק
513,סבון נוזלי אקליפטוס דר ברונר 472מל,צורכי רחצה וקוסמטיקה
514,סבון נוזלי לבנדר דר ברונר 472מל,צורכי רחצה וקוסמטיקה
515,סבון נוזלי מנטה דר ברונר 472מל,צורכי רחצה וקוסמטיקה
516,סבון נוזלי עץ התה דר ברונר 472מל,צורכי רחצה וקוסמטיקה
517,סבון נוזלי תפוז דר ברונר 472מל,צורכי רחצה וקוסמטיקה
518,סבון נוזלי ורד הבר דר ברונר 472מל,צורכי רחצה וקוסמטיקה
519,סבון מוצק לתינוקות דר ברונר 140גר,מוצרים ואביזרים לטיפול בתינוק
520,סבון מוצק אקליפטוס דר ברונר 140גר,צורכי רחצה וקוסמטיקה
521,סבון מוצק לבנדר דר ברונר 140גר,צורכי רחצה וקוסמטיקה
522,סבון מוצק מנטה מעורר דר ברונר 140גר,צורכי רחצה וקוסמטיקה
523,סבון מוצק עץ התה דר ברונר 140גר,צורכי רחצה וקוסמטיקה
524,סבון מוצק תפוז דר ברונר 140גר,צורכי רחצה וקוסמטיקה
525,סבון מוצק ורד הבר דר ברונר 140גר,צורכי רחצה וקוסמטיקה
526,דר.ברונר קרם גוף אורגני תפוז 230מל,צורכי רחצה וקוסמטיקה
527,דר.ברונר קרם גוף אורגני פטצולי 230מל,צורכי רחצה וקוסמטיקה
528,דר.ברונר קרם גוף אורגני לבנדר 230מל,צורכי רחצה וקוסמטיקה
529,לחם אחיד שחור  עין-בר,לחם
530,חלה רגילה עין-בר,לחם
531,חלה ציפורים רגילה עין -בר,לחם
532,חלת מגש  עין -בר,לחם
533,שעועית שחורה דוד פרנקו 439 גרם,ירקות משומרים
534,דוד פרנקו שעועית אדומה כהה 439 גרם,ירקות משומרים
535,שעועית צילי דוד פרנקו 425 גרם,ירקות משומרים
536,מחית שעועית דוד פרנקו,
537,לחם אחיד 750גר,לחם
538,לחם אחיד 7,לחם
539,חלה מתוקה,לחם
540,"לייסול אסלות + מלבין 473 מ""""ל","חומרי כביסה, ניקוי והדברה"
541,לחמניה פרג/שומשום,לחם
542,לחמניה פרג 021 גר.,לחם
543,לחמניה מיוחדת אצבע,לחם
544,עוף מספר 1 קפוא חלק מחפוד,עופות
545,עוף מספר 2 קפוא חלק מחפוד,עופות
546,לחמניות פרג/בצל,לחם
547,ברילה פסטה 500גר,מוצרי בצק
548,פרליני קוקוס 165 גרם,ממתקים ושוקולד
549,סוכריות גיר פירות 10 יח 250 גרם,ממתקים ושוקולד
550,70 פינוקי שוקולד במילוי שומשום,ממתקים ושוקולד
551,חלת מרציפן 40 גרם,
552,מטהר אוויר רנוזיט,"חומרי כביסה, ניקוי והדברה"
553,ווינדקס נוזל לניקוי חלונות,"חומרי כביסה, ניקוי והדברה"
554,לחמניה קלועה,לחם
555,תירס גרעינים מתוק 340גר,ירקות משומרים
556,"חומוס מוסדי 3 ק""""ג",
557,שוקולד מריר 100 ג,ממתקים ושוקולד
558,מעדן וניל עם שקדים מצופים שוקולד,גלידות
559,קיוטיס חטיף סנקור וניל,גלידות
560,קיוטיס חטיף סנקור ללא סוכר,
561,קיוטיס חטיף סנקור שוקולד,
562,12 שלגונים שוקולד ללא גלוטון,גלידות
563,12 שלגונים שוקולד ללא סוכר,גלידות
564,קידס שלגון ילדים בטעם וניל מצופים פירות,
565,דלייטס 12 שלגונים ללא סוכר ב-3 טעמים מצ,גלידות
566,"צלחות """"7 125יח",כלי אוכל
567,"ארומטיקס קליניק אדפ 45מ""""",צורכי רחצה וקוסמטיקה
568,"קליניק 50 מ""""ל",צורכי רחצה וקוסמטיקה
569,"קליניק לגבר 50 מ""""ל",צורכי רחצה וקוסמטיקה
570,פנטן מרכך ברק זוהר 750 מל,צורכי רחצה וקוסמטיקה
571,שמפו הרבל מנקה ומרענן 700 ירוק,צורכי רחצה וקוסמטיקה
572,מרכך הרבל קליל 355 ירוק,צורכי רחצה וקוסמטיקה
573,מרכך הרבל קליל 700 ירוק,צורכי רחצה וקוסמטיקה
